"work_id","size_id","sale_price","regular_price"
28563,3040,385.00,705.00
28563,3648,475.00,885.00
28563,4860,655.00,1245.00
28563,5468,785.00,1505.00
28565,2424,265.00,465.00
28565,3030,335.00,605.00
28565,3636,395.00,725.00
28565,4040,455.00,845.00
28565,4848,565.00,1065.00
28565,6060,775.00,1485.00
28661,1620,215.00,365.00
28661,2024,245.00,425.00
28661,2430,285.00,505.00
28661,2632,305.00,545.00
28661,2936,355.00,645.00
28661,3040,385.00,705.00
28661,3648,475.00,885.00
28661,4860,655.00,1245.00
28661,5468,785.00,1505.00
190474,2016,195.00,305.00
190474,2420,225.00,365.00
190474,3024,265.00,445.00
190474,3226,285.00,485.00
190474,3629,335.00,585.00
190474,4030,365.00,645.00
190474,4836,455.00,825.00
190474,6048,635.00,1185.00
190474,6854,765.00,1445.00
190586,2416,215.00,305.00
190586,3020,255.00,365.00
190586,3624,295.00,445.00
190586,4630,385.00,675.00
190586,5436,495.00,875.00
190586,6040,565.00,945.00
190586,7248,725.00,1245.00
190597,2416,215.00,305.00
190597,3020,255.00,365.00
190597,3624,295.00,445.00
190597,4630,385.00,675.00
190597,5436,495.00,875.00
190597,6040,565.00,945.00
190597,7248,725.00,1245.00
190485,2016,195.00,305.00
190485,2420,225.00,365.00
190485,3024,265.00,445.00
190485,3226,285.00,485.00
190485,3629,335.00,585.00
190485,4030,365.00,645.00
190485,4836,455.00,825.00
190485,6048,635.00,1185.00
190485,6854,765.00,1445.00
190606,2416,215.00,305.00
190606,3020,255.00,365.00
190606,3624,295.00,445.00
190606,4630,385.00,675.00
190606,5436,495.00,875.00
190606,6040,565.00,945.00
190606,7248,725.00,1245.00
190509,2016,195.00,305.00
190509,2420,225.00,365.00
190509,3024,265.00,445.00
190509,3226,285.00,485.00
190509,3629,335.00,585.00
190509,4030,365.00,645.00
190509,4836,455.00,825.00
190509,6048,635.00,1185.00
190509,6854,765.00,1445.00
190678,1624,215.00,305.00
190678,2030,255.00,365.00
190678,2436,295.00,445.00
190678,3046,385.00,675.00
190678,3654,495.00,875.00
190678,4060,565.00,945.00
190678,4872,725.00,1245.00
190633,2416,215.00,305.00
190633,3020,255.00,365.00
190633,3624,295.00,445.00
190633,4630,385.00,675.00
190633,5436,495.00,875.00
190633,6040,565.00,945.00
190633,7248,725.00,1245.00
190615,2416,215.00,305.00
190615,3020,255.00,365.00
190615,3624,295.00,445.00
190615,4630,385.00,675.00
190615,5436,495.00,875.00
190615,6040,565.00,945.00
190615,7248,725.00,1245.00
190624,2416,215.00,305.00
190624,3020,255.00,365.00
190624,3624,295.00,445.00
190624,4630,385.00,675.00
190624,5436,495.00,875.00
190624,6040,565.00,945.00
190624,7248,725.00,1245.00
190575,2016,195.00,305.00
190575,2420,225.00,365.00
190575,3024,265.00,445.00
190575,3226,285.00,485.00
190575,3629,335.00,585.00
190575,4030,365.00,645.00
190575,4836,455.00,825.00
190575,6048,635.00,1185.00
190575,6854,765.00,1445.00
190498,2016,195.00,305.00
190498,2420,225.00,365.00
190498,3024,265.00,445.00
190498,3226,285.00,485.00
190498,3629,335.00,585.00
190498,4030,365.00,645.00
190498,4836,455.00,825.00
190498,6048,635.00,1185.00
190498,6854,765.00,1445.00
190520,2016,195.00,305.00
190520,2420,225.00,365.00
190520,3024,265.00,445.00
190520,3226,285.00,485.00
190520,3629,335.00,585.00
190520,4030,365.00,645.00
190520,4836,455.00,825.00
190520,6048,635.00,1185.00
190520,6854,765.00,1445.00
190531,2016,195.00,305.00
190531,2420,225.00,365.00
190531,3024,265.00,445.00
190531,3226,285.00,485.00
190531,3629,335.00,585.00
190531,4030,365.00,645.00
190531,4836,455.00,825.00
190531,6048,635.00,1185.00
190531,6854,765.00,1445.00
190642,2416,215.00,305.00
190642,3020,255.00,365.00
190642,3624,295.00,445.00
190642,4630,385.00,675.00
190642,5436,495.00,875.00
190642,6040,565.00,945.00
190642,7248,725.00,1245.00
190651,2416,215.00,305.00
190651,3020,255.00,365.00
190651,3624,295.00,445.00
190651,4630,385.00,675.00
190651,5436,495.00,875.00
190651,6040,565.00,945.00
190651,7248,725.00,1245.00
190660,2416,215.00,305.00
190660,3020,255.00,365.00
190660,3624,295.00,445.00
190660,4630,385.00,675.00
190660,5436,495.00,875.00
190660,6040,565.00,945.00
190660,7248,725.00,1245.00
190669,2416,215.00,305.00
190669,3020,255.00,365.00
190669,3624,295.00,445.00
190669,4630,385.00,675.00
190669,5436,495.00,875.00
190669,6040,565.00,945.00
190669,7248,725.00,1245.00
190542,2016,195.00,305.00
190542,2420,225.00,365.00
190542,3024,265.00,445.00
190542,3226,285.00,485.00
190542,3629,335.00,585.00
190542,4030,365.00,645.00
190542,4836,455.00,825.00
190542,6048,635.00,1185.00
190542,6854,765.00,1445.00
190553,2016,195.00,305.00
190553,2420,225.00,365.00
190553,3024,265.00,445.00
190553,3226,285.00,485.00
190553,3629,335.00,585.00
190553,4030,365.00,645.00
190553,4836,455.00,825.00
190553,6048,635.00,1185.00
190553,6854,765.00,1445.00
190564,2016,195.00,305.00
190564,2420,225.00,365.00
190564,3024,265.00,445.00
190564,3226,285.00,485.00
190564,3629,335.00,585.00
190564,4030,365.00,645.00
190564,4836,455.00,825.00
190564,6048,635.00,1185.00
190564,6854,765.00,1445.00
190758,6048,675.00,1235.00
190758,4836,495.00,875.00
190758,4030,405.00,715.00
190758,3629,375.00,635.00
190758,3226,325.00,575.00
190758,3024,305.00,525.00
190758,30,95.00,95.00
190758,24,85.00,85.00
190740,30,95.00,95.00
190740,24,85.00,85.00
190740,3624,315.00,555.00
190740,4630,405.00,735.00
190740,5436,515.00,955.00
190740,6040,585.00,1095.00
190740,7248,745.00,1415.00
190729,30,95.00,95.00
190729,24,85.00,85.00
190729,3624,315.00,555.00
190729,4630,405.00,735.00
190729,5436,515.00,955.00
190729,6040,585.00,1095.00
190729,7248,745.00,1415.00
190749,30,95.00,95.00
190749,24,85.00,85.00
190749,3624,315.00,555.00
190749,4630,405.00,735.00
190749,5436,515.00,955.00
190749,6040,585.00,1095.00
190749,7248,745.00,1415.00
184069,3624,315.00,565.00
184069,4630,405.00,745.00
184069,5436,515.00,965.00
184069,6040,585.00,1105.00
184069,7248,745.00,1425.00
184076,2936,355.00,645.00
184076,3040,385.00,705.00
184076,3648,475.00,885.00
184076,4860,655.00,1245.00
184076,5468,785.00,1505.00
184085,2430,285.00,505.00
184085,2632,305.00,545.00
184085,2936,355.00,645.00
184085,3040,385.00,705.00
184085,3648,475.00,885.00
184085,4860,655.00,1245.00
184085,5468,785.00,1505.00
184058,2430,285.00,505.00
184058,2632,305.00,545.00
184058,2936,355.00,645.00
184058,3040,385.00,705.00
184058,3648,475.00,885.00
184058,4860,655.00,1245.00
184047,1620,215.00,365.00
184047,2024,245.00,425.00
184047,2430,285.00,505.00
184047,2632,305.00,545.00
184047,2936,355.00,645.00
184047,3040,385.00,705.00
184047,3648,475.00,885.00
184047,4860,655.00,1245.00
184047,5468,785.00,1505.00
24371,1620,215.00,365.00
24371,2024,245.00,425.00
24371,2430,285.00,505.00
24371,2632,305.00,545.00
24371,2936,355.00,645.00
24371,3040,385.00,705.00
24371,3648,475.00,885.00
24371,4860,655.00,1245.00
24373,3624,315.00,565.00
24373,4630,405.00,745.00
24373,5436,515.00,965.00
24373,6040,585.00,1105.00
24373,7248,745.00,1425.00
184103,2936,355.00,645.00
184103,3040,385.00,705.00
184103,3648,475.00,885.00
184103,4860,655.00,1245.00
184103,5468,785.00,1505.00
184094,2936,355.00,645.00
184094,3040,385.00,705.00
184094,3648,475.00,885.00
184094,4860,655.00,1245.00
184094,5468,785.00,1505.00
24375,3624,315.00,565.00
24375,4630,405.00,745.00
24375,5436,515.00,965.00
24375,6040,585.00,1105.00
24375,7248,745.00,1425.00
24377,2936,355.00,645.00
24377,3040,385.00,705.00
24377,3648,475.00,885.00
24377,4860,655.00,1245.00
24377,5468,785.00,1505.00
24379,3624,315.00,565.00
24379,4630,405.00,745.00
24379,5436,515.00,965.00
24379,6040,585.00,1105.00
24379,7248,745.00,1425.00
24381,3624,315.00,565.00
24381,4630,405.00,745.00
24381,5436,515.00,965.00
24381,6040,585.00,1105.00
24381,7248,745.00,1425.00
29758,1624,235.00,395.00
29758,2030,275.00,475.00
29758,2436,315.00,555.00
29758,3046,405.00,735.00
29758,3654,515.00,955.00
29758,4060,585.00,1095.00
29758,4872,745.00,1415.00
135784,1620,215.00,355.00
135784,2024,245.00,415.00
135784,2430,285.00,495.00
135784,2632,305.00,535.00
135784,2936,355.00,635.00
135784,3040,385.00,695.00
135784,3648,475.00,875.00
135784,4860,655.00,1235.00
135784,5468,785.00,1495.00
135804,1620,215.00,355.00
135804,2024,245.00,415.00
135804,2430,285.00,495.00
135804,2632,305.00,535.00
135804,2936,355.00,635.00
135804,3040,385.00,695.00
135804,3648,475.00,875.00
135804,4860,655.00,1235.00
135804,5468,785.00,1495.00
29760,1620,215.00,355.00
29760,2024,245.00,415.00
29760,2430,285.00,495.00
29760,2632,305.00,535.00
29760,2936,355.00,635.00
29760,3040,385.00,695.00
29760,3648,475.00,875.00
29760,4860,655.00,1235.00
29760,5468,785.00,1495.00
27515,2024,265.00,455.00
27515,2430,305.00,535.00
27515,2632,325.00,575.00
27515,2936,375.00,675.00
27515,3040,405.00,735.00
27515,3648,495.00,915.00
27515,4860,675.00,1275.00
27515,5468,805.00,1535.00
27521,30,95.00,95.00
27521,24,85.00,85.00
27521,3624,365.00,595.00
27521,4630,455.00,775.00
27521,5436,565.00,995.00
27521,6040,635.00,1135.00
27521,7248,795.00,1455.00
187793,2024,265.00,455.00
187793,2430,305.00,535.00
187793,2632,325.00,575.00
187793,2936,375.00,675.00
187793,3040,405.00,735.00
187793,3648,495.00,915.00
187793,4860,675.00,1275.00
187793,5468,805.00,1535.00
187826,2030,295.00,515.00
187826,2436,335.00,595.00
187826,3046,425.00,775.00
187826,3654,535.00,995.00
187826,4060,605.00,1135.00
187826,4872,765.00,1455.00
27523,2030,295.00,515.00
27523,2436,335.00,595.00
27523,3046,425.00,775.00
27523,3654,535.00,995.00
27523,4060,605.00,1135.00
27523,4872,765.00,1455.00
27525,3629,395.00,675.00
27525,4030,425.00,735.00
27525,4836,515.00,915.00
27525,6048,695.00,1275.00
27525,6854,825.00,1535.00
27527,3629,375.00,675.00
27527,4030,405.00,735.00
27527,4836,495.00,915.00
27527,6048,675.00,1275.00
27527,6854,805.00,1535.00
187804,2024,265.00,455.00
187804,2430,305.00,535.00
187804,2632,325.00,575.00
187804,2936,375.00,675.00
187804,3040,405.00,735.00
187804,3648,495.00,915.00
187804,4860,675.00,1275.00
187804,5468,805.00,1535.00
27529,3624,335.00,595.00
27529,4630,425.00,775.00
27529,5436,535.00,995.00
27529,6040,605.00,1135.00
27529,7248,765.00,1455.00
27531,24,85.00,85.00
27531,30,95.00,95.00
27531,4630,455.00,775.00
27531,5436,565.00,995.00
27531,6040,635.00,1135.00
27531,7248,795.00,1455.00
27533,2030,295.00,515.00
27533,2436,335.00,595.00
27533,3046,425.00,775.00
27533,3654,535.00,995.00
27533,4060,605.00,1135.00
27533,4872,765.00,1455.00
27535,2936,375.00,675.00
27535,3040,405.00,735.00
27535,3648,495.00,915.00
27535,4860,675.00,1275.00
27535,5468,805.00,1535.00
27537,2430,305.00,535.00
27537,2632,325.00,575.00
27537,2936,375.00,675.00
27537,3040,405.00,735.00
27537,3648,495.00,915.00
27537,4860,675.00,1275.00
27537,5468,805.00,1535.00
27543,2024,265.00,455.00
27543,2430,305.00,535.00
27543,2632,325.00,575.00
27543,2936,375.00,675.00
27543,3040,405.00,735.00
27543,3648,495.00,915.00
27543,4860,675.00,1275.00
27543,5468,805.00,1535.00
187835,2030,295.00,515.00
187835,2436,335.00,595.00
187835,3046,425.00,775.00
187835,3654,535.00,995.00
187835,4060,605.00,1135.00
187835,4872,765.00,1455.00
27547,3629,385.00,675.00
27547,4030,415.00,735.00
27547,4836,505.00,915.00
27547,6048,685.00,1275.00
27547,6854,815.00,1535.00
27549,2030,295.00,515.00
27549,2436,335.00,595.00
27549,3046,425.00,775.00
27549,3654,535.00,995.00
27549,4060,605.00,1135.00
27549,4872,765.00,1455.00
187844,2030,295.00,515.00
187844,2436,335.00,595.00
187844,3046,425.00,775.00
187844,3654,535.00,995.00
187844,4060,605.00,1135.00
187844,4872,765.00,1455.00
187853,2030,295.00,515.00
187853,2436,335.00,595.00
187853,3046,425.00,775.00
187853,3654,535.00,995.00
187853,4060,605.00,1135.00
187853,4872,765.00,1455.00
187862,2030,295.00,515.00
187862,2436,335.00,595.00
187862,3046,425.00,775.00
187862,3654,535.00,995.00
187862,4060,605.00,1135.00
187862,4872,765.00,1455.00
187815,2024,265.00,455.00
187815,2430,305.00,535.00
187815,2632,325.00,575.00
187815,2936,375.00,675.00
187815,3040,405.00,735.00
187815,3648,495.00,915.00
187815,4860,675.00,1275.00
187815,5468,805.00,1535.00
27551,3024,315.00,535.00
27551,3226,335.00,575.00
27551,3629,385.00,675.00
27551,4030,415.00,735.00
27551,4836,505.00,915.00
27551,6048,685.00,1275.00
27551,6854,815.00,1535.00
187871,2030,295.00,515.00
187871,2436,335.00,595.00
187871,3046,425.00,775.00
187871,3654,535.00,995.00
187871,4060,605.00,1135.00
187871,4872,765.00,1455.00
27553,3624,335.00,595.00
27553,4630,425.00,775.00
27553,5436,535.00,995.00
27553,6040,605.00,1135.00
27553,7248,765.00,1455.00
27555,2030,295.00,515.00
27555,2436,335.00,595.00
27555,3046,425.00,775.00
27555,3654,535.00,995.00
27555,4060,605.00,1135.00
27555,4872,765.00,1455.00
27557,3030,355.00,635.00
27557,3636,415.00,755.00
27557,4040,475.00,875.00
27557,4848,585.00,1095.00
27557,6060,795.00,1515.00
27563,2436,335.00,595.00
27563,3046,425.00,775.00
27563,3654,535.00,995.00
27563,4060,605.00,1135.00
27563,4872,765.00,1455.00
27567,30,95.00,95.00
27567,24,85.00,85.00
27567,2436,335.00,595.00
27567,3046,425.00,775.00
27567,3654,535.00,995.00
27567,4060,605.00,1135.00
27571,2024,265.00,455.00
27571,2430,305.00,535.00
27571,2632,325.00,575.00
27571,2936,375.00,675.00
27571,3040,405.00,735.00
27571,3648,495.00,915.00
27571,4860,675.00,1275.00
27571,5468,805.00,1535.00
27573,48,165.00,165.00
27573,40,145.00,145.00
27573,36,125.00,125.00
27573,30,95.00,95.00
27573,3040,445.00,755.00
27573,3648,535.00,935.00
27573,4860,715.00,1295.00
27573,5468,845.00,1555.00
28319,2936,355.00,645.00
28319,3040,385.00,705.00
28319,3648,475.00,885.00
28319,4860,655.00,1245.00
28319,5468,785.00,1505.00
28321,2936,355.00,645.00
28321,3040,385.00,705.00
28321,3648,475.00,885.00
28321,4860,655.00,1245.00
28321,5468,785.00,1505.00
28323,2430,285.00,505.00
28323,2632,305.00,545.00
28323,2936,355.00,645.00
28323,3040,385.00,705.00
28323,3648,475.00,885.00
28323,4860,655.00,1245.00
28325,2430,285.00,505.00
28325,2632,305.00,545.00
28325,2936,355.00,645.00
28325,3040,385.00,705.00
28325,3648,475.00,885.00
28325,4860,655.00,1245.00
28327,3629,395.00,645.00
28327,4030,425.00,705.00
28327,4836,515.00,885.00
28327,6048,695.00,1245.00
28327,6854,825.00,1505.00
152064,3624,315.00,545.00
152064,4630,405.00,725.00
152064,5436,515.00,945.00
152064,6040,585.00,1085.00
152064,7248,745.00,1405.00
152325,30,95.00,95.00
152325,24,85.00,85.00
152325,3020,275.00,465.00
152325,3624,315.00,545.00
152325,4630,405.00,725.00
152325,5436,515.00,945.00
152325,6040,585.00,1085.00
151536,2016,215.00,345.00
151536,2420,245.00,405.00
151536,3024,285.00,485.00
151536,3226,305.00,525.00
151536,3629,355.00,625.00
151536,4030,385.00,685.00
151536,4836,475.00,865.00
151536,6048,655.00,1225.00
151536,6854,785.00,1485.00
152073,3624,315.00,545.00
152073,4630,405.00,725.00
152073,5436,515.00,945.00
152073,6040,585.00,1085.00
152073,7248,745.00,1405.00
151547,2016,215.00,345.00
151547,2420,245.00,405.00
151547,3024,285.00,485.00
151547,3226,305.00,525.00
151547,3629,355.00,625.00
151547,4030,385.00,685.00
151547,4836,475.00,865.00
151547,6048,655.00,1225.00
151547,6854,785.00,1485.00
152082,3624,335.00,545.00
152082,4630,425.00,725.00
152082,5436,535.00,945.00
152082,6040,605.00,1085.00
152082,7248,765.00,1405.00
152020,3024,305.00,485.00
152020,3226,325.00,525.00
152020,3629,375.00,625.00
152020,4030,405.00,685.00
152020,4836,495.00,865.00
152020,6048,675.00,1225.00
152020,6854,805.00,1485.00
152473,30,95.00,95.00
152473,24,85.00,85.00
152473,2030,275.00,465.00
152473,2436,315.00,545.00
152473,3046,405.00,725.00
152473,3654,515.00,945.00
152473,4060,585.00,1085.00
151558,2016,215.00,345.00
151558,2420,245.00,405.00
151558,3024,285.00,485.00
151558,3226,305.00,525.00
151558,3629,355.00,625.00
151558,4030,385.00,685.00
151558,4836,475.00,865.00
151558,6048,655.00,1225.00
151558,6854,785.00,1485.00
152334,2416,235.00,385.00
152334,3624,315.00,545.00
152334,3020,275.00,465.00
152334,4630,405.00,725.00
152334,5436,515.00,945.00
152334,6040,585.00,1085.00
152334,7248,745.00,1405.00
151569,2016,215.00,345.00
151569,2420,245.00,405.00
151569,3024,285.00,485.00
151569,3226,305.00,525.00
151569,3629,355.00,625.00
151569,4030,385.00,685.00
151569,4836,475.00,865.00
151569,6048,655.00,1225.00
151569,6854,785.00,1485.00
152343,2416,235.00,385.00
152343,3624,315.00,545.00
152343,3020,275.00,465.00
152343,4630,405.00,725.00
152343,5436,515.00,945.00
152343,6040,585.00,1085.00
152343,7248,745.00,1405.00
151580,2016,215.00,345.00
151580,2420,245.00,405.00
151580,3024,285.00,485.00
151580,3226,305.00,525.00
151580,3629,355.00,625.00
151580,4030,385.00,685.00
151580,4836,475.00,865.00
151580,6048,655.00,1225.00
151580,6854,785.00,1485.00
152091,20,75.00,75.00
152091,24,85.00,85.00
152091,30,95.00,95.00
152091,3624,335.00,545.00
152091,4630,425.00,725.00
152091,5436,535.00,945.00
152091,6040,605.00,1085.00
152091,7248,765.00,1405.00
151591,2016,215.00,345.00
151591,2420,245.00,405.00
151591,3024,285.00,485.00
151591,3226,305.00,525.00
151591,3629,355.00,625.00
151591,4030,385.00,685.00
151591,4836,475.00,865.00
151591,6048,655.00,1225.00
151591,6854,785.00,1485.00
152352,2416,235.00,385.00
152352,3624,315.00,545.00
152352,3020,275.00,465.00
152352,4630,405.00,725.00
152352,5436,515.00,945.00
152352,6040,585.00,1085.00
152352,7248,745.00,1405.00
151602,2016,215.00,345.00
151602,2420,245.00,405.00
151602,3024,285.00,485.00
151602,3226,305.00,525.00
151602,3629,355.00,625.00
151602,4030,385.00,685.00
151602,4836,475.00,865.00
151602,6048,655.00,1225.00
151602,6854,785.00,1485.00
151613,2016,215.00,345.00
151613,2420,245.00,405.00
151613,3024,285.00,485.00
151613,3226,305.00,525.00
151613,3629,355.00,625.00
151613,4030,385.00,685.00
151613,4836,475.00,865.00
151613,6048,655.00,1225.00
151613,6854,785.00,1485.00
151624,2016,215.00,345.00
151624,2420,245.00,405.00
151624,3024,285.00,485.00
151624,3226,305.00,525.00
151624,3629,355.00,625.00
151624,4030,385.00,685.00
151624,4836,475.00,865.00
151624,6048,655.00,1225.00
151624,6854,785.00,1485.00
151635,2016,215.00,345.00
151635,2420,245.00,405.00
151635,3024,285.00,485.00
151635,3226,305.00,525.00
151635,3629,355.00,625.00
151635,4030,385.00,685.00
151635,4836,475.00,865.00
151635,6048,655.00,1225.00
151635,6854,785.00,1485.00
151646,30,95.00,95.00
151646,24,85.00,85.00
151646,3024,285.00,485.00
151646,3226,305.00,525.00
151646,3629,355.00,625.00
151646,4030,385.00,685.00
151646,4836,475.00,865.00
151646,6048,655.00,1225.00
151657,2016,215.00,345.00
151657,2420,245.00,405.00
151657,3024,285.00,485.00
151657,3226,305.00,525.00
151657,3629,355.00,625.00
151657,4030,385.00,685.00
151657,4836,475.00,865.00
151657,6048,655.00,1225.00
151657,6854,785.00,1485.00
152100,3624,335.00,545.00
152100,4630,425.00,725.00
152100,5436,535.00,945.00
152100,6040,605.00,1085.00
152100,7248,765.00,1405.00
151668,2016,215.00,345.00
151668,2420,245.00,405.00
151668,3024,285.00,485.00
151668,3226,305.00,525.00
151668,3629,355.00,625.00
151668,4030,385.00,685.00
151668,4836,475.00,865.00
151668,6048,655.00,1225.00
151668,6854,785.00,1485.00
151679,2016,215.00,345.00
151679,2420,245.00,405.00
151679,3024,285.00,485.00
151679,3226,305.00,525.00
151679,3629,355.00,625.00
151679,4030,385.00,685.00
151679,4836,475.00,865.00
151679,6048,655.00,1225.00
151679,6854,785.00,1485.00
152031,24,85.00,85.00
152031,30,95.00,95.00
152031,3629,375.00,625.00
152031,4030,405.00,685.00
152031,4836,495.00,865.00
152031,6048,675.00,1225.00
152031,6854,805.00,1485.00
152109,30,95.00,95.00
152109,24,85.00,85.00
152109,3624,335.00,545.00
152109,4630,425.00,725.00
152109,5436,535.00,945.00
152109,6040,605.00,1085.00
152118,3624,335.00,545.00
152118,4630,425.00,725.00
152118,5436,535.00,945.00
152118,6040,605.00,1085.00
152118,7248,765.00,1405.00
152127,3624,335.00,545.00
152127,4630,425.00,725.00
152127,5436,535.00,945.00
152127,6040,605.00,1085.00
152127,7248,765.00,1405.00
151690,2016,215.00,345.00
151690,2420,245.00,405.00
151690,3024,285.00,485.00
151690,3226,305.00,525.00
151690,3629,355.00,625.00
151690,4030,385.00,685.00
151690,4836,475.00,865.00
151690,6048,655.00,1225.00
151690,6854,785.00,1485.00
27856,3624,315.00,555.00
27856,4630,405.00,735.00
27856,5436,515.00,955.00
27856,6040,585.00,1095.00
199973,36,125.00,125.00
199973,30,95.00,95.00
199973,24,85.00,85.00
199973,3624,315.00,555.00
199973,4630,405.00,735.00
199973,5436,515.00,955.00
199973,6040,585.00,1095.00
199973,7248,745.00,1415.00
207586,3624,315.00,555.00
207586,4630,405.00,735.00
207586,5436,515.00,955.00
207586,6040,585.00,1095.00
27858,2936,355.00,635.00
27858,3040,385.00,695.00
27858,3648,475.00,875.00
27858,4860,655.00,1235.00
27858,5468,785.00,1495.00
27860,3624,315.00,555.00
27860,4630,405.00,735.00
27860,5436,515.00,955.00
27860,6040,585.00,1095.00
27860,7248,745.00,1415.00
27864,3624,315.00,555.00
27864,4630,405.00,735.00
27864,5436,515.00,955.00
27864,6040,585.00,1095.00
27862,3624,315.00,555.00
27862,4630,405.00,735.00
27862,5436,515.00,955.00
27862,6040,585.00,1095.00
27862,7248,745.00,1415.00
27866,3624,315.00,555.00
27866,4630,405.00,735.00
27866,5436,515.00,955.00
27866,6040,585.00,1095.00
27868,3624,315.00,555.00
27868,4630,405.00,735.00
27868,5436,515.00,955.00
27868,6040,585.00,1095.00
27870,4020,295.00,515.00
27870,4824,375.00,675.00
27870,6030,485.00,895.00
27870,7236,615.00,1155.00
27870,8040,705.00,1335.00
27872,3624,315.00,555.00
27872,4630,405.00,735.00
27872,5436,515.00,955.00
27872,6040,585.00,1095.00
27874,3624,315.00,555.00
27874,4630,405.00,735.00
27874,5436,515.00,955.00
27874,6040,585.00,1095.00
27876,3624,315.00,555.00
27876,4630,405.00,735.00
27876,5436,515.00,955.00
27876,6040,585.00,1095.00
27878,3624,315.00,555.00
27878,4630,405.00,735.00
27878,5436,515.00,955.00
27878,6040,585.00,1095.00
207595,3624,315.00,555.00
207595,4630,405.00,735.00
207595,5436,515.00,955.00
207595,6040,585.00,1095.00
185072,3024,285.00,505.00
185072,3226,305.00,545.00
185072,3629,355.00,645.00
185072,4030,385.00,705.00
185072,4836,475.00,885.00
185072,6048,655.00,1245.00
185072,6854,785.00,1505.00
185198,2430,285.00,505.00
185198,2632,305.00,545.00
185198,2936,355.00,645.00
185198,3040,385.00,705.00
185198,3648,475.00,885.00
185198,4860,655.00,1245.00
185081,3024,285.00,505.00
185081,3226,305.00,545.00
185081,3629,355.00,645.00
185081,4030,385.00,705.00
185081,4836,475.00,885.00
185081,6048,655.00,1245.00
185081,6854,785.00,1505.00
28909,3024,285.00,505.00
28909,3226,305.00,545.00
28909,3629,355.00,645.00
28909,4030,385.00,705.00
28909,4836,475.00,885.00
28909,6048,655.00,1245.00
28909,6854,785.00,1505.00
185090,3024,285.00,505.00
185090,3226,305.00,545.00
185090,3629,355.00,645.00
185090,4030,385.00,705.00
185090,4836,475.00,885.00
185090,6048,655.00,1245.00
185090,6854,785.00,1505.00
185099,3024,285.00,505.00
185099,3226,305.00,545.00
185099,3629,355.00,645.00
185099,4030,385.00,705.00
185099,4836,475.00,885.00
185099,6048,655.00,1245.00
185099,6854,785.00,1505.00
185108,3024,285.00,505.00
185108,3226,305.00,545.00
185108,3629,355.00,645.00
185108,4030,385.00,705.00
185108,4836,475.00,885.00
185108,6048,655.00,1245.00
185108,6854,785.00,1505.00
185117,3024,285.00,505.00
185117,3226,305.00,545.00
185117,3629,355.00,645.00
185117,4030,385.00,705.00
185117,4836,475.00,885.00
185117,6048,655.00,1245.00
185117,6854,785.00,1505.00
185126,3024,285.00,505.00
185126,3226,305.00,545.00
185126,3629,355.00,645.00
185126,4030,385.00,705.00
185126,4836,475.00,885.00
185126,6048,655.00,1245.00
185126,6854,785.00,1505.00
185135,3024,285.00,505.00
185135,3226,305.00,545.00
185135,3629,355.00,645.00
185135,4030,385.00,705.00
185135,4836,475.00,885.00
185135,6048,655.00,1245.00
185135,6854,785.00,1505.00
185144,3024,285.00,505.00
185144,3226,305.00,545.00
185144,3629,355.00,645.00
185144,4030,385.00,705.00
185144,4836,475.00,885.00
185144,6048,655.00,1245.00
185144,6854,785.00,1505.00
185210,2430,285.00,505.00
185210,2632,305.00,545.00
185210,2936,355.00,645.00
185210,3040,385.00,705.00
185210,3648,475.00,885.00
185210,4860,655.00,1245.00
185153,3024,285.00,505.00
185153,3226,305.00,545.00
185153,3629,355.00,645.00
185153,4030,385.00,705.00
185153,4836,475.00,885.00
185153,6048,655.00,1245.00
185153,6854,785.00,1505.00
185162,3024,285.00,505.00
185162,3226,305.00,545.00
185162,3629,355.00,645.00
185162,4030,385.00,705.00
185162,4836,475.00,885.00
185162,6048,655.00,1245.00
185162,6854,785.00,1505.00
185218,2430,285.00,505.00
185218,2632,305.00,545.00
185218,2936,355.00,645.00
185218,3040,385.00,705.00
185218,3648,475.00,885.00
185218,4860,655.00,1245.00
185171,3024,285.00,505.00
185171,3226,305.00,545.00
185171,3629,355.00,645.00
185171,4030,385.00,705.00
185171,4836,475.00,885.00
185171,6048,655.00,1245.00
185171,6854,785.00,1505.00
185180,3024,285.00,505.00
185180,3226,305.00,545.00
185180,3629,355.00,645.00
185180,4030,385.00,705.00
185180,4836,475.00,885.00
185180,6048,655.00,1245.00
185180,6854,785.00,1505.00
28911,3024,285.00,505.00
28911,3226,305.00,545.00
28911,3629,355.00,645.00
28911,4030,385.00,705.00
28911,4836,475.00,885.00
28911,6048,655.00,1245.00
28911,6854,785.00,1505.00
28913,3024,285.00,505.00
28913,3226,305.00,545.00
28913,3629,355.00,645.00
28913,4030,385.00,705.00
28913,4836,475.00,885.00
28913,6048,655.00,1245.00
28913,6854,785.00,1505.00
185189,3024,285.00,505.00
185189,3226,305.00,545.00
185189,3629,355.00,645.00
185189,4030,385.00,705.00
185189,4836,475.00,885.00
185189,6048,655.00,1245.00
185189,6854,785.00,1505.00
31782,2430,285.00,505.00
31782,2632,305.00,545.00
31782,2936,355.00,645.00
31782,3040,385.00,705.00
31782,3648,475.00,885.00
31782,4860,655.00,1245.00
31782,5468,785.00,1505.00
31784,2024,245.00,425.00
31784,2430,285.00,505.00
31784,2632,305.00,545.00
